,loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
5524,5525,24,,Aadhar,621636,718200,2,2,0,0
5525,5526,54,2.0,Aadhar,727936,668528,6,2,0,1
5526,5527,52,2.0,Aadhar,967804,1212056,18,5,0,1
5527,5528,38,1.0,Aadhar,1269880,1423976,8,4,0,1
5528,5529,36,2.0,Aadhar,620728,637544,6,4,0,1
5529,5530,42,2.0,Aadhar,724956,881532,8,7,1,0
5530,5531,46,1.0,Aadhar,656556,870000,10,6,0,0
5531,5532,42,1.0,Aadhar,719364,863016,45,10,0,0
5532,5533,39,2.0,Aadhar,627268,699236,8,5,0,1
5533,5534,45,2.0,Aadhar,540588,817392,2,2,0,0
5534,5535,34,1.0,Aadhar,615636,815892,0,0,0,0
5535,5536,36,2.0,Aadhar,808156,800072,3,2,0,1
5536,5537,36,2.0,VoterID,604596,869136,3,0,0,0
5537,5538,34,1.0,Aadhar,722556,915600,0,0,0,0
5538,5539,30,1.0,Aadhar,706164,813180,0,0,0,0
5539,5540,29,2.0,Aadhar,600036,788244,11,6,0,0
5540,5541,40,2.0,Aadhar,594048,926604,3,2,0,0
5541,5542,34,1.0,Aadhar,748708,659000,3,2,0,1
5542,5543,45,1.0,Aadhar,790584,1103232,0,0,0,0
5543,5544,35,1.0,Aadhar,554988,748680,0,0,0,0
5544,5545,32,2.0,Aadhar,443940,634992,0,0,0,0
5545,5546,32,1.0,Aadhar,496728,766728,4,3,0,0
5546,5547,37,2.0,Aadhar,617136,778836,5,3,0,0
5547,5548,46,2.0,Aadhar,707508,900000,4,3,0,0
5548,5549,30,1.0,Aadhar,630400,560384,3,2,0,1
5549,5550,27,,Aadhar,680188,731480,3,2,0,1
5550,5551,38,2.0,Aadhar,520728,750000,22,4,0,0
5551,5552,46,2.0,Aadhar,792556,688076,14,9,0,1
5552,5553,44,1.0,Aadhar,621636,768408,3,0,0,0
5553,5554,49,1.0,Aadhar,585636,779556,5,0,0,0
5554,5555,27,2.0,Aadhar,630936,954816,0,0,0,0
5555,5556,32,2.0,Aadhar,675108,1807356,0,0,0,0
5556,5557,41,1.0,Aadhar,568188,773760,7,0,0,0
5557,5558,46,1.0,Aadhar,747756,849552,9,6,0,0
5558,5559,30,1.0,Aadhar,581128,709136,3,2,0,1
5559,5560,41,1.0,Aadhar,800028,990096,0,0,0,0
5560,5561,50,1.0,PAN,1094032,1420208,9,6,0,1
5561,5562,43,2.0,Driving,770556,886212,20,5,0,0
5562,5563,30,2.0,Aadhar,766708,713600,3,2,0,1
5563,5564,29,2.0,Aadhar,556188,722988,0,0,0,0
5564,5565,28,,Aadhar,791356,741440,5,2,0,1
5565,5566,52,2.0,Aadhar,946444,907040,3,2,0,1
5566,5567,30,1.0,Aadhar,724956,931032,0,0,0,0
5567,5568,34,1.0,Aadhar,553740,769128,2,2,0,0
5568,5569,49,1.0,Aadhar,704236,680000,3,2,0,1
5569,5570,27,2.0,Aadhar,684156,909180,0,0,0,0
5570,5571,38,2.0,Aadhar,644188,728384,5,4,0,1
5571,5572,41,2.0,Aadhar,592188,860076,0,0,0,0
5572,5573,47,1.0,Aadhar,808156,750656,5,4,0,1
5573,5574,36,2.0,Aadhar,740364,882240,0,0,0,0
5574,5575,44,2.0,Aadhar,758556,991464,3,3,0,0
5575,5576,52,1.0,Aadhar,680188,774968,3,2,0,1
5576,5577,48,2.0,Aadhar,634444,645896,7,2,0,1
5577,5578,40,2.0,Aadhar,628548,853944,3,3,0,0
5578,5579,53,1.0,Aadhar,832564,740132,3,2,0,1
5579,5580,47,1.0,VoterID,300348,882648,2,2,0,0
5580,5581,34,1.0,Aadhar,790156,737684,6,5,0,1
5581,5582,46,2.0,VoterID,611664,793416,7,5,0,0
5582,5583,42,2.0,VoterID,955804,1074656,6,4,0,1
5583,5584,30,2.0,PAN,700888,1027952,3,2,0,1
5584,5585,32,2.0,VoterID,1039068,2022000,0,0,0,0
5585,5586,34,2.0,VoterID,721972,716504,3,2,0,1
5586,5587,34,2.0,VoterID,258888,700800,8,6,0,0
5587,5588,48,2.0,VoterID,809764,795992,3,2,0,1
5588,5589,29,1.0,PAN,879432,1302420,0,0,0,0
5589,5590,52,2.0,Aadhar,685636,805268,27,9,1,1
5590,5591,50,2.0,Aadhar,663108,781572,5,2,0,0
5591,5592,36,1.0,Aadhar,736444,670892,6,2,0,1
5592,5593,38,2.0,VoterID,677740,1238000,8,6,0,1
5593,5594,39,1.0,Aadhar,737364,967200,0,0,0,0
5594,5595,39,1.0,Aadhar,627636,803868,0,0,0,0
5595,5596,41,1.0,Aadhar,619692,776940,0,0,0,0
5596,5597,42,2.0,Aadhar,560340,846000,2,0,0,0
5597,5598,28,2.0,Aadhar,672156,1186332,2,2,0,0
5598,5599,46,2.0,Aadhar,726516,942612,18,10,0,0
5599,5600,45,1.0,Aadhar,812176,862568,9,4,0,1
5600,5601,44,2.0,Aadhar,594036,812568,0,0,0,0
5601,5602,27,1.0,Aadhar,798384,962880,0,0,0,0
5602,5603,33,1.0,Aadhar,574096,603212,3,2,0,1
5603,5604,54,2.0,Aadhar,590728,739160,5,4,0,1
5604,5605,43,2.0,Aadhar,574188,868128,4,4,0,0
5605,5606,36,2.0,VoterID,882028,876968,3,2,0,1
5606,5607,33,2.0,Aadhar,842824,824120,6,4,0,1
5607,5608,41,1.0,Aadhar,733764,962400,0,0,0,0
5608,5609,29,,Aadhar,805108,834872,3,2,0,1
5609,5610,33,2.0,Driving,699108,836988,8,5,0,0
5610,5611,35,2.0,Aadhar,221040,892032,4,4,0,0
5611,5612,48,1.0,VoterID,624936,786840,2,0,0,0
5612,5613,43,1.0,Aadhar,868732,832592,5,4,0,1
5613,5614,42,1.0,Aadhar,558588,709368,0,0,0,0
5614,5615,45,1.0,Aadhar,831804,940440,0,0,0,0
5615,5616,39,2.0,Aadhar,648708,747000,2,0,0,0
5616,5617,26,2.0,Aadhar,684708,826020,0,0,0,0
5617,5618,37,1.0,VoterID,549268,459680,3,2,0,1
5618,5619,25,1.0,Aadhar,473040,789396,3,2,0,0
5619,5620,46,1.0,Aadhar,627268,665540,9,7,0,1
5620,5621,30,1.0,Aadhar,744736,675116,3,2,0,1
5621,5622,54,2.0,VoterID,727636,773276,3,2,0,1
5622,5623,33,2.0,Aadhar,839356,845600,3,2,0,1
5623,5624,42,1.0,Aadhar,610152,833928,2,0,0,0
5624,5625,41,1.0,Aadhar,816964,825848,3,2,0,1
5625,5626,45,2.0,Aadhar,813676,840068,5,4,0,1
5626,5627,41,1.0,Aadhar,551988,897600,0,0,0,0
5627,5628,40,2.0,VoterID,789556,941900,7,4,0,1
5628,5629,43,1.0,Aadhar,715636,736736,3,2,0,1
5629,5630,48,2.0,Aadhar,787584,949380,11,4,0,0
5630,5631,28,2.0,Aadhar,820428,1265040,0,0,0,0
5631,5632,30,2.0,Aadhar,886408,848000,3,2,0,1
5632,5633,47,2.0,Aadhar,571188,825480,0,0,0,0
5633,5634,36,1.0,Aadhar,724356,910392,7,7,0,0
5634,5635,30,2.0,VoterID,486528,913800,3,2,0,0
5635,5636,39,1.0,Aadhar,693108,867480,0,0,0,0
5636,5637,46,1.0,Aadhar,752556,907200,3,3,0,0
5637,5638,47,2.0,Aadhar,425836,390440,18,5,0,1
5638,5639,29,1.0,Aadhar,766584,909708,0,0,0,0
5639,5640,42,1.0,Aadhar,591636,751824,0,0,0,0
5640,5641,27,2.0,Aadhar,571740,890784,0,0,0,0
5641,5642,49,2.0,Aadhar,648756,840000,2,2,0,0
5642,5643,42,2.0,Aadhar,685396,688724,7,6,1,1
5643,5644,45,2.0,Aadhar,871476,981540,8,3,0,0
5644,5645,36,1.0,Aadhar,615048,830700,3,3,0,0
5645,5646,32,2.0,Aadhar,926584,1113044,7,4,0,1
5646,5647,36,1.0,Aadhar,566728,498476,9,7,0,1
5647,5648,36,2.0,Aadhar,498168,798000,2,2,0,0
5648,5649,45,1.0,Aadhar,725364,847848,3,2,0,0
5649,5650,27,2.0,Passport,861600,1122000,0,0,0,0
5650,5651,40,1.0,Aadhar,659556,839196,0,0,0,0
5651,5652,36,1.0,Aadhar,774984,1061148,0,0,0,0
5652,5653,28,2.0,Aadhar,771948,1226340,0,0,0,0
5653,5654,36,2.0,Aadhar,1821736,2029244,9,2,0,1
5654,5655,29,2.0,Aadhar,235728,826800,3,2,0,0
5655,5656,43,1.0,PAN,894184,1062812,5,4,0,1
5656,5657,42,1.0,Aadhar,577740,936000,0,0,0,0
5657,5658,36,2.0,Aadhar,973804,1401224,3,2,0,1
5658,5659,35,1.0,Aadhar,234924,826404,4,3,0,0
5659,5660,35,1.0,VoterID,726316,679064,5,2,0,1
5660,5661,30,,Aadhar,748636,1144040,3,2,0,1
5661,5662,34,2.0,Aadhar,660108,851160,0,0,0,0
5662,5663,34,2.0,Aadhar,544188,884592,0,0,0,0
5663,5664,33,1.0,Aadhar,544188,756600,6,2,1,0
5664,5665,52,2.0,Aadhar,446572,781712,3,2,0,1
5665,5666,48,1.0,Aadhar,592800,712320,3,3,0,0
5666,5667,34,1.0,Aadhar,946804,878984,3,2,0,1
5667,5668,26,1.0,Aadhar,554460,768792,0,0,0,0
5668,5669,35,1.0,VoterID,389808,582000,3,2,0,0
5669,5670,38,2.0,Aadhar,719016,951372,3,3,0,0
5670,5671,55,1.0,Aadhar,739636,714896,10,7,0,1
5671,5672,49,1.0,Aadhar,508728,823260,0,0,0,0
5672,5673,40,1.0,Aadhar,582588,824664,11,2,0,0
5673,5674,36,2.0,Aadhar,1128508,2020916,3,2,0,1
5674,5675,33,1.0,VoterID,800028,990036,2,0,0,0
5675,5676,43,2.0,Aadhar,660156,752400,0,0,0,0
5676,5677,40,2.0,Aadhar,914584,877184,3,2,0,1
5677,5678,25,2.0,Aadhar,820428,1276800,0,0,0,0
5678,5679,32,2.0,Aadhar,449268,724320,0,0,0,0
5679,5680,33,1.0,VoterID,877384,1081268,3,2,0,1
5680,5681,38,1.0,VoterID,910984,876392,11,5,0,1
5681,5682,29,1.0,Aadhar,630948,820044,5,2,0,0
5682,5683,45,1.0,Aadhar,496728,711600,4,2,0,0
5683,5684,32,2.0,Driving,728556,882012,3,2,0,0
5684,5685,38,2.0,VoterID,758248,695396,3,2,0,1
5685,5686,40,2.0,Aadhar,674188,791840,3,2,0,1
5686,5687,41,2.0,Aadhar,991012,1005200,3,2,0,1
5687,5688,25,,Aadhar,782028,1149732,0,0,0,0
5688,5689,43,2.0,VoterID,612936,826092,0,0,0,0
5689,5690,28,1.0,Aadhar,606036,779376,5,4,0,0
5690,5691,34,2.0,VoterID,865476,1114440,0,0,0,0
5691,5692,24,2.0,Aadhar,664956,755280,0,0,0,0
5692,5693,45,2.0,Aadhar,632436,812040,16,11,0,0
5693,5694,34,2.0,Aadhar,473928,561000,2,2,0,0
5694,5695,22,,Aadhar,585024,715488,0,0,0,0
5695,5696,52,1.0,Aadhar,938284,1095560,3,2,0,1
5696,5697,41,1.0,Aadhar,741436,644156,5,2,0,1
5697,5698,29,1.0,Aadhar,686844,860028,2,2,0,0
5698,5699,37,2.0,Aadhar,684156,839268,4,4,0,0
5699,5700,30,1.0,Aadhar,556188,906768,0,0,0,0
5700,5701,40,1.0,Aadhar,977476,1206800,5,2,0,1
5701,5702,53,1.0,Aadhar,783508,714656,5,2,0,1
5702,5703,43,1.0,Aadhar,633996,804792,2,2,0,0
5703,5704,49,2.0,Aadhar,724036,746000,6,4,0,1
5704,5705,38,1.0,Aadhar,681108,842412,10,4,0,0
5705,5706,35,2.0,Aadhar,651636,795396,9,4,0,0
5706,5707,42,2.0,PAN,900220,1013636,5,4,0,1
5707,5708,35,2.0,Aadhar,699736,675416,7,6,0,1
5708,5709,33,1.0,Aadhar,637788,852000,3,3,0,0
5709,5710,25,2.0,Aadhar,625236,831624,0,0,0,0
5710,5711,28,,Aadhar,684364,842144,3,2,0,1
5711,5712,37,2.0,Aadhar,976276,1129880,3,2,0,1
5712,5713,48,2.0,Aadhar,689508,762264,4,3,0,0
5713,5714,34,2.0,Aadhar,769108,739376,6,4,0,1
5714,5715,48,2.0,Aadhar,630936,769548,4,2,0,0
5715,5716,38,2.0,Aadhar,694456,654764,12,2,0,1
5716,5717,30,2.0,Aadhar,790584,1207596,0,0,0,0
5717,5718,35,2.0,Aadhar,763356,904560,2,2,0,0
5718,5719,27,2.0,VoterID,773184,1125060,0,0,0,0
5719,5720,30,2.0,Aadhar,1033012,1222232,3,2,0,1
5720,5721,41,1.0,Aadhar,609928,691316,6,5,0,1
5721,5722,49,2.0,Aadhar,730372,660608,3,2,0,1
5722,5723,49,2.0,Aadhar,385008,657240,0,0,0,0
5723,5724,42,2.0,Aadhar,673908,1037544,0,0,0,0
5724,5725,31,1.0,Aadhar,705108,1141056,0,0,0,0
5725,5726,37,1.0,VoterID,822828,1273032,2,2,0,0
5726,5727,40,2.0,VoterID,768508,906020,5,2,0,1
5727,5728,45,1.0,Aadhar,519156,806196,4,2,0,0
5728,5729,30,2.0,VoterID,731364,1120812,2,0,0,0
5729,5730,25,1.0,Aadhar,282888,627132,0,0,0,0
5730,5731,27,1.0,Aadhar,764556,923916,2,2,0,0
5731,5732,45,1.0,Aadhar,696156,871116,8,3,0,0
5732,5733,44,2.0,PAN,589740,904464,0,0,0,0
5733,5734,36,1.0,Aadhar,819364,844808,3,2,0,1
5734,5735,47,2.0,Aadhar,410892,783504,2,2,0,0
5735,5736,43,2.0,Aadhar,282888,600000,6,2,0,0
5736,5737,53,2.0,VoterID,819364,837296,5,2,0,1
5737,5738,25,2.0,PAN,891012,1878000,0,0,0,0
5738,5739,49,1.0,Aadhar,766156,759200,3,2,0,1
5739,5740,32,1.0,VoterID,614728,708548,3,2,0,1
5740,5741,43,2.0,Aadhar,424068,751728,0,0,0,0
5741,5742,39,1.0,Aadhar,614728,646724,7,5,0,1
5742,5743,35,1.0,Aadhar,775108,818480,3,2,0,1
5743,5744,47,2.0,Aadhar,687756,785520,0,0,0,0
5744,5745,24,1.0,Aadhar,672156,768108,0,0,0,0
5745,5746,44,1.0,Aadhar,631204,683852,27,4,0,1
5746,5747,37,1.0,Aadhar,923404,956000,5,4,0,1
5747,5748,31,1.0,Aadhar,656800,775748,3,2,0,1
5748,5749,32,1.0,Aadhar,683512,702116,6,4,0,1
5749,5750,23,,Aadhar,509928,1229736,0,0,0,0
5750,5751,28,2.0,Aadhar,367788,724152,7,4,0,0
5751,5752,29,,Aadhar,706036,807200,6,2,0,1
5752,5753,35,2.0,Aadhar,675108,804000,2,2,0,0
5753,5754,51,2.0,Aadhar,738892,802208,15,10,0,1
5754,5755,48,2.0,Aadhar,724164,857760,0,0,0,0
5755,5756,47,2.0,Aadhar,675108,952440,0,0,0,0
5756,5757,28,1.0,Aadhar,354348,818592,0,0,0,0
5757,5758,43,2.0,Aadhar,865476,1057728,20,7,0,0
5758,5759,45,1.0,Aadhar,652800,813600,0,0,0,0
5759,5760,26,2.0,Aadhar,639636,843852,0,0,0,0
5760,5761,39,1.0,PAN,892984,830552,3,2,0,1
5761,5762,29,1.0,Aadhar,663108,832020,0,0,0,0
5762,5763,40,2.0,Aadhar,639636,827448,27,13,0,0
5763,5764,34,1.0,Aadhar,675108,800748,5,2,0,0
5764,5765,30,,Aadhar,983476,1338380,6,4,0,1
5765,5766,35,2.0,Aadhar,608728,612632,9,4,0,1
5766,5767,49,1.0,Aadhar,632436,817920,6,0,0,0
5767,5768,45,2.0,Aadhar,656188,800612,5,2,0,1
5768,5769,25,1.0,Aadhar,571788,739260,0,0,0,0
5769,5770,29,2.0,Aadhar,346488,782820,0,0,0,0
5770,5771,40,2.0,Aadhar,681108,940584,0,0,0,0
5771,5772,33,1.0,Aadhar,256488,911400,3,2,0,0
5772,5773,53,2.0,Aadhar,793108,788708,11,2,0,1
5773,5774,49,1.0,Aadhar,1505200,1952012,7,6,0,1
5774,5775,43,2.0,Aadhar,584988,795624,13,6,1,0
5775,5776,37,1.0,Aadhar,855364,876680,3,2,0,1
5776,5777,38,2.0,Aadhar,745636,781160,10,8,0,1
5777,5778,30,2.0,Aadhar,778948,804680,3,2,0,1
5778,5779,31,1.0,Aadhar,563988,814248,0,0,0,0
5779,5780,45,2.0,Aadhar,841756,804932,22,4,0,1
5780,5781,42,1.0,Aadhar,795624,910884,0,0,0,0
5781,5782,28,1.0,Aadhar,626136,715200,0,0,0,0
5782,5783,29,1.0,Aadhar,854604,1207152,3,3,0,0
5783,5784,43,2.0,Aadhar,811108,775340,3,2,0,1
5784,5785,27,1.0,Aadhar,526188,815160,0,0,0,0
5785,5786,34,1.0,Aadhar,775108,782012,3,2,0,1
5786,5787,40,2.0,Aadhar,651108,818112,0,0,0,0
5787,5788,33,2.0,Aadhar,763500,896256,2,0,0,0
5788,5789,45,2.0,Aadhar,974232,1110948,2,2,0,0
5789,5790,23,,Aadhar,678108,802944,0,0,0,0
5790,5791,35,1.0,Aadhar,662188,702848,3,2,0,1
5791,5792,29,2.0,Aadhar,760156,708080,3,2,0,1
5792,5793,42,2.0,Aadhar,863076,1044000,3,2,0,0
5793,5794,52,1.0,Aadhar,859756,943712,3,2,0,1
5794,5795,37,2.0,Aadhar,583188,826980,6,4,0,0
5795,5796,36,1.0,Aadhar,840556,820784,5,4,0,1
5796,5797,42,1.0,Aadhar,723804,813780,0,0,0,0
5797,5798,44,1.0,Aadhar,579864,737676,0,0,0,0
5798,5799,50,2.0,Aadhar,749364,856800,0,0,0,0
5799,5800,38,2.0,Aadhar,734836,718904,6,4,0,1
5800,5801,29,2.0,Aadhar,574188,749688,0,0,0,0
5801,5802,46,2.0,Aadhar,650400,931920,10,4,0,0
5802,5803,47,2.0,VoterID,730048,815912,3,2,0,1
5803,5804,40,2.0,Aadhar,714564,881400,0,0,0,0
5804,5805,27,2.0,Aadhar,610836,791160,0,0,0,0
5805,5806,43,1.0,Aadhar,499128,757668,3,3,0,0
5806,5807,52,2.0,Aadhar,739636,651164,3,2,0,1
5807,5808,42,2.0,PAN,458076,878580,0,0,0,0
5808,5809,38,2.0,Aadhar,727636,697580,3,2,0,1
5809,5810,35,1.0,Aadhar,834556,776840,5,4,0,1
5810,5811,50,2.0,PAN,581128,886832,10,5,0,1
5811,5812,27,2.0,Aadhar,802584,1108620,0,0,0,0
5812,5813,45,2.0,Aadhar,532188,776820,0,0,0,0
5813,5814,27,2.0,Aadhar,556188,720792,0,0,0,0
5814,5815,36,2.0,Aadhar,536988,739560,0,0,0,0
5815,5816,41,2.0,Driving,837364,735380,5,2,0,1
5816,5817,25,1.0,Aadhar,738456,894000,0,0,0,0
5817,5818,38,2.0,VoterID,775108,768800,3,2,0,1
5818,5819,47,2.0,Aadhar,531276,870000,0,0,0,0
5819,5820,24,,Aadhar,588036,866484,0,0,0,0
5820,5821,28,1.0,Aadhar,656556,815196,6,4,1,0
5821,5822,34,1.0,VoterID,687052,687812,3,2,0,1
5822,5823,29,2.0,Aadhar,660000,864660,2,2,0,0
5823,5824,43,2.0,Aadhar,651108,937200,12,5,0,0
5824,5825,49,2.0,Aadhar,544188,988116,3,2,0,0
5825,5826,49,2.0,Aadhar,568188,739512,5,3,0,0
5826,5827,33,2.0,Aadhar,700936,712256,3,2,0,1
5827,5828,26,1.0,Aadhar,699156,809280,4,2,0,0
5828,5829,52,1.0,Aadhar,1030612,1076000,6,5,0,1
5829,5830,31,1.0,Aadhar,584988,831636,3,2,0,0
5830,5831,38,1.0,Aadhar,558868,488240,3,2,0,1
5831,5832,32,1.0,Aadhar,673908,766008,5,2,0,0
5832,5833,48,2.0,Aadhar,776736,906000,2,2,0,0
5833,5834,40,2.0,Aadhar,665508,798468,2,2,0,0
5834,5835,38,2.0,Aadhar,1024948,1156796,3,2,0,1
5835,5836,33,2.0,Aadhar,989476,1765784,6,5,0,1
5836,5837,28,,Aadhar,771556,767516,3,2,0,1
5837,5838,42,2.0,Aadhar,702252,850272,2,2,0,0
5838,5839,43,2.0,Aadhar,739636,731000,6,4,0,1
5839,5840,49,1.0,Aadhar,654396,781032,3,2,0,0
5840,5841,22,,Aadhar,672708,921600,8,5,0,0
5841,5842,52,2.0,VoterID,851836,1026800,3,2,0,1
5842,5843,52,,Aadhar,862156,821396,5,4,0,1
5843,5844,50,1.0,Aadhar,787708,776000,3,2,0,1
5844,5845,28,2.0,Aadhar,592188,865548,0,0,0,0
5845,5846,42,2.0,VoterID,606904,780656,5,2,0,1
5846,5847,45,2.0,Driving,600036,707400,0,0,0,0
5847,5848,36,2.0,Aadhar,775108,803924,3,2,0,1
5848,5849,53,2.0,Aadhar,849364,782036,3,2,0,1
5849,5850,26,2.0,Driving,620196,706476,0,0,0,0
5850,5851,33,1.0,Aadhar,876184,884000,3,2,0,1
5851,5852,55,1.0,Aadhar,941476,1047200,3,2,0,1
5852,5853,46,2.0,Aadhar,751636,646256,3,2,0,1
5853,5854,27,1.0,Aadhar,660156,859116,0,0,0,0
5854,5855,31,2.0,VoterID,1078396,1236800,3,2,0,1
5855,5856,35,2.0,Aadhar,597636,803904,8,3,0,0
5856,5857,42,2.0,Aadhar,756556,962060,3,2,0,1
5857,5858,53,1.0,Aadhar,826156,749144,3,2,0,1
5858,5859,34,1.0,Aadhar,760156,654980,3,2,0,1
5859,5860,29,,Aadhar,697636,1166048,8,6,0,1
5860,5861,32,1.0,Aadhar,890584,848468,5,4,0,1
5861,5862,42,2.0,Aadhar,584728,690320,6,4,0,1
5862,5863,47,2.0,Aadhar,759864,1305648,15,6,0,0
5863,5864,42,1.0,Aadhar,699108,953868,0,0,0,0
5864,5865,28,1.0,Aadhar,472692,1008000,0,0,0,0
5865,5866,28,2.0,VoterID,591636,747444,0,0,0,0
5866,5867,41,2.0,Aadhar,648156,883224,0,0,0,0
5867,5868,40,2.0,Aadhar,762156,940800,16,6,0,0
5868,5869,28,1.0,Aadhar,795552,925524,12,10,0,0
5869,5870,49,2.0,Aadhar,618936,784008,2,2,0,0
5870,5871,37,2.0,Aadhar,680188,704156,3,2,0,1
5871,5872,33,2.0,VoterID,680188,776000,3,2,0,1
5872,5873,29,2.0,VoterID,605496,852048,0,0,0,0
5873,5874,32,2.0,VoterID,591156,831816,2,2,0,0
5874,5875,35,2.0,Aadhar,1065060,1217100,2,2,0,0
5875,5876,31,2.0,Aadhar,618936,846396,3,2,0,0
5876,5877,40,2.0,PAN,796564,749624,14,6,0,1
5877,5878,49,2.0,Aadhar,1092232,1244144,3,2,0,1
5878,5879,31,2.0,Aadhar,674188,919688,3,2,0,1
5879,5880,32,2.0,Aadhar,632728,846800,3,2,0,1
5880,5881,34,1.0,Aadhar,739636,686000,6,5,0,1
5881,5882,41,2.0,Aadhar,562188,853680,3,2,0,0
5882,5883,29,2.0,Aadhar,693108,863520,2,2,0,0
5883,5884,49,1.0,Aadhar,637668,793440,0,0,0,0
5884,5885,28,1.0,Aadhar,612036,829416,0,0,0,0
5885,5886,46,1.0,PAN,504168,891624,0,0,0,0
5886,5887,37,1.0,Aadhar,567276,681144,2,0,0,0
5887,5888,29,2.0,Aadhar,538188,1237476,2,2,0,0
5888,5889,42,1.0,Aadhar,574188,791760,0,0,0,0
5889,5890,33,1.0,Aadhar,973804,1345388,6,5,0,1
5890,5891,35,1.0,Aadhar,550188,717132,2,2,0,0
5891,5892,45,2.0,Aadhar,645636,923508,6,0,0,0
5892,5893,30,1.0,Aadhar,912028,890000,3,2,0,1
5893,5894,42,1.0,Passport,603336,693636,0,0,0,0
5894,5895,48,2.0,Aadhar,446868,774792,4,3,0,0
5895,5896,40,2.0,Aadhar,648156,817044,3,2,0,0
5896,5897,45,1.0,Aadhar,449316,643392,4,2,0,0
5897,5898,27,1.0,Aadhar,433668,778512,0,0,0,0
5898,5899,48,1.0,Aadhar,633636,742308,0,0,0,0
5899,5900,45,1.0,Aadhar,568188,837156,0,0,0,0
5900,5901,27,2.0,VoterID,592188,714000,2,2,0,0
5901,5902,47,2.0,Aadhar,787108,680720,5,4,0,1
5902,5903,30,1.0,Aadhar,878800,792500,3,2,0,1
5903,5904,44,1.0,Aadhar,730956,843120,6,5,0,0
5904,5905,48,2.0,VoterID,671140,634976,5,2,0,1
5905,5906,49,2.0,PAN,602136,875160,10,3,0,0
5906,5907,48,1.0,Aadhar,766044,924072,4,3,0,0
5907,5908,36,2.0,Aadhar,761188,813668,3,2,0,1
5908,5909,44,2.0,Aadhar,699108,924000,0,0,0,0
5909,5910,33,1.0,Aadhar,1021012,1184000,3,2,0,1
5910,5911,55,2.0,Aadhar,736000,878000,3,2,0,1
5911,5912,50,2.0,Aadhar,568188,893652,2,0,0,0
5912,5913,48,2.0,Aadhar,922000,1067816,3,2,0,1
5913,5914,38,1.0,Aadhar,550188,847260,0,0,0,0
5914,5915,28,,Aadhar,680188,817856,3,2,0,1
5915,5916,29,1.0,Aadhar,716076,878580,5,4,0,0
5916,5917,32,2.0,Aadhar,799108,747200,3,2,0,1
5917,5918,47,1.0,Aadhar,562188,758328,22,11,0,0
5918,5919,26,2.0,Aadhar,802584,1281936,2,2,0,0
5919,5920,45,2.0,Aadhar,632436,982800,2,2,0,0
5920,5921,48,2.0,Aadhar,524988,635724,15,11,0,0
5921,5922,31,1.0,Aadhar,666156,784032,4,3,0,0
5922,5923,28,1.0,PAN,899820,1271172,0,0,0,0
5923,5924,37,1.0,Aadhar,795508,917516,6,4,0,1
5924,5925,33,1.0,Aadhar,677508,777720,11,4,0,0
5925,5926,33,2.0,Aadhar,940204,1100480,3,2,0,1
5926,5927,33,2.0,PAN,589236,1163700,0,0,0,0
5927,5928,48,1.0,Aadhar,801760,727652,7,4,0,1
5928,5929,38,1.0,VoterID,559740,717948,0,0,0,0
5929,5930,40,2.0,Aadhar,607836,875592,0,0,0,0
5930,5931,24,,Aadhar,591636,752376,0,0,0,0
5931,5932,34,2.0,VoterID,806028,1148448,0,0,0,0
5932,5933,28,1.0,Aadhar,334188,817272,0,0,0,0
5933,5934,42,2.0,PAN,484728,1020000,0,0,0,0
5934,5935,50,2.0,Aadhar,722556,864888,3,3,0,0
5935,5936,46,2.0,Aadhar,904752,1194000,5,4,0,0
5936,5937,45,2.0,Aadhar,785952,896736,2,2,0,0
5937,5938,47,1.0,Aadhar,652476,995544,4,2,0,0
5938,5939,37,2.0,Driving,722584,652376,10,7,0,1
5939,5940,36,2.0,Aadhar,348348,607260,0,0,0,0
5940,5941,42,2.0,Aadhar,428592,861108,8,7,0,0
5941,5942,50,1.0,Aadhar,567600,856452,5,4,0,0
5942,5943,34,1.0,Aadhar,743364,1181664,0,0,0,0
5943,5944,26,2.0,Aadhar,556188,726396,0,0,0,0
5944,5945,37,1.0,Aadhar,873012,1209720,6,6,0,0
5945,5946,45,2.0,Aadhar,657108,850584,0,0,0,0
5946,5947,47,,Aadhar,923584,888752,3,2,0,1
5947,5948,43,1.0,Aadhar,673288,654920,6,5,0,1
5948,5949,27,1.0,Aadhar,743364,911196,0,0,0,0
5949,5950,28,,Aadhar,688804,794216,5,4,0,1
5950,5951,28,2.0,Aadhar,592188,800712,0,0,0,0
5951,5952,35,2.0,Aadhar,696156,819144,8,5,0,0
5952,5953,49,2.0,Aadhar,787108,722384,3,2,0,1
5953,5954,39,2.0,Aadhar,651360,877644,0,0,0,0
5954,5955,43,2.0,VoterID,1459120,1920092,6,4,0,1
5955,5956,45,2.0,Aadhar,337548,779472,0,0,0,0
5956,5957,47,2.0,Aadhar,413268,851892,0,0,0,0
5957,5958,40,1.0,Aadhar,312720,632088,5,4,0,0
5958,5959,43,1.0,Aadhar,645636,770796,2,2,0,0
5959,5960,28,1.0,Aadhar,262812,740400,0,0,0,0
5960,5961,41,1.0,Aadhar,843364,814916,3,2,0,1
