age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
45,2,498288,762264,2,2,0,0
35,1,898000,1028948,7,2,0,1
34,2,558588,792000,5,3,0,0
37,1,673516,660932,3,2,0,1
49,1,367248,512988,0,0,0,0
34,2,878584,1223936,3,2,0,1
35,1,984676,1655324,6,5,0,1
48,2,796156,734156,3,2,0,1
44,2,780640,779744,5,2,0,1
30,1,764028,874800,0,0,0,0
31,1,705564,906960,0,0,0,0
43,1,632436,817824,0,0,0,0
47,2,841476,1088244,6,3,0,0
30,1,751108,662336,3,2,0,1
33,2,898828,779132,3,2,0,1
48,1,996396,1435212,0,0,0,0
34,1,778708,752324,3,2,0,1
31,2,754156,764336,6,5,0,1
32,1,737364,958812,13,7,0,0
38,2,961804,1092404,3,2,0,1
37,1,714436,716000,3,2,0,1
53,2,937804,1077320,7,5,0,1
40,1,713044,749408,3,2,0,1
36,2,901384,1170704,3,2,0,1
41,2,383808,1143420,0,0,0,0
53,1,632728,735800,5,4,0,1
54,2,620728,872000,3,2,0,1
27,2,758556,1275828,2,0,0,0
29,2,365808,927732,0,0,0,0
39,1,713364,938340,11,7,0,0
30,1,640588,674540,3,2,0,1
39,1,758956,726260,3,2,0,1
30,1,654228,870720,3,3,0,0
49,1,768384,1017000,8,4,0,0
52,1,699736,626396,5,4,0,1
27,1,800400,1098000,0,0,0,0
28,2,603636,921600,0,0,0,0
25,1,639636,786504,0,0,0,0
43,2,879784,782000,3,2,0,1
38,2,571740,826188,0,0,0,0
46,1,647436,774432,10,6,0,0
42,2,644808,846384,2,2,0,0
40,1,708144,831096,11,6,0,0
31,2,597636,815280,4,2,0,0
33,2,770856,1011024,2,2,0,0
31,1,577188,1149540,0,0,0,0
25,1,310572,737220,0,0,0,0
42,1,884584,792644,3,2,0,1
39,1,560244,708000,0,0,0,0
28,2,577740,743496,2,2,0,0
54,1,855364,757400,5,4,0,1
30,2,624328,802280,5,4,0,1
46,2,696156,878520,6,2,0,0
51,2,525268,750272,3,2,0,1
48,2,589188,824388,0,0,0,0
38,2,903784,911744,3,2,0,1
25,2,580188,933312,0,0,0,0
38,1,544188,668016,0,0,0,0
34,1,642936,747600,0,0,0,0
44,1,630936,871752,0,0,0,0
29,1,642636,830184,2,0,0,0
45,2,501808,755984,3,2,0,1
31,2,550188,760800,4,2,0,0
45,2,804556,703196,5,2,0,1
31,2,690436,825464,3,2,0,1
50,2,673516,775292,3,2,0,1
54,2,637252,673364,3,2,0,1
26,1,550188,921600,0,0,0,0
26,1,952632,1106016,0,0,0,0
35,1,482400,858264,0,0,0,0
44,2,766156,718964,3,2,0,1
32,2,743364,974256,0,0,0,0
26,2,825876,1341456,0,0,0,0
37,2,653508,868692,0,0,0,0
28,1,672708,763752,2,2,0,0
41,1,608436,774180,0,0,0,0
36,2,873804,1133760,0,0,0,0
27,1,675108,897540,0,0,0,0
49,2,672156,1227600,0,0,0,0
43,2,629736,770016,8,5,0,0
37,2,724036,656636,3,2,0,1
25,2,459300,835452,0,0,0,0
31,1,627636,806796,0,0,0,0
49,2,834556,787580,16,11,0,1
43,2,534588,748656,4,3,0,0
37,2,674188,730136,9,7,1,1
30,2,985804,1236332,3,2,0,1
48,2,831364,738128,6,5,0,1
45,2,584728,517592,9,5,0,1
38,2,639108,871644,2,2,0,0
47,2,896584,832112,3,2,0,1
29,2,342348,685932,2,2,0,0
34,1,644668,633200,5,4,0,1
52,1,862384,826196,3,2,0,1
31,2,786820,1008884,3,2,0,1
40,2,490728,818964,0,0,0,0
46,1,749956,722000,3,2,0,1
34,2,352368,760800,0,0,0,0
52,2,908584,1084124,5,4,0,1
28,2,727836,857712,3,0,0,0
41,2,748156,759620,3,2,0,1
33,2,657756,897132,2,2,0,0
53,1,781000,715868,6,2,0,1
52,1,967804,953600,5,2,0,1
43,2,727356,922116,12,5,0,0
30,1,751636,728972,3,2,0,1
44,1,514728,786072,0,0,0,0
38,1,354348,854952,0,0,0,0
41,2,900400,927140,3,2,0,1
40,2,739636,726800,3,2,0,1
39,1,603636,904644,2,0,0,0
41,2,985804,1167800,5,4,0,1
31,1,458128,872240,3,2,0,1
50,1,346572,842040,2,0,0,0
37,2,730936,758000,3,2,0,1
37,2,973804,1202000,3,2,0,1
49,1,555396,722040,0,0,0,0
40,1,641508,834540,9,3,0,0
28,1,856380,1020000,0,0,0,0
35,1,772584,864000,4,3,0,0
25,2,553740,787788,0,0,0,0
44,1,669108,797784,2,0,0,0
51,2,718936,611576,17,10,0,1
31,2,560988,780120,9,2,0,0
42,1,663108,845496,3,2,0,0
31,1,722560,676112,9,5,0,1
29,1,571740,859344,0,0,0,0
34,1,691908,834000,0,0,0,0
42,2,748156,875528,3,2,0,1
34,2,562188,793416,5,2,0,0
38,1,517080,777600,2,2,0,0
46,1,973804,1322612,3,2,0,1
36,1,768556,808400,5,4,0,1
53,1,584728,542864,7,4,0,1
46,1,542808,789480,4,3,0,0
39,2,626148,832512,2,2,0,0
33,2,513528,650340,2,2,0,0
38,2,738436,723872,8,6,0,1
38,1,825364,757124,3,2,0,1
40,2,715636,776000,13,6,1,1
30,1,708156,890412,0,0,0,0
52,2,816556,775412,6,2,0,1
34,2,620728,636800,5,4,0,1
38,2,800028,966000,4,2,0,0
50,1,739936,640856,5,4,0,1
31,2,786364,742208,3,2,0,1
27,1,580188,750312,2,2,0,0
50,2,550788,690600,4,3,0,0
48,1,966604,1088480,3,2,0,1
42,1,600036,755172,0,0,0,0
54,1,737752,666092,12,5,0,1
35,2,600936,852000,2,0,0,0
39,1,853476,1158252,16,7,0,0
44,2,642636,1284000,0,0,0,0
52,2,641740,573392,3,2,0,1
38,2,800308,861692,3,2,0,1
39,2,556188,813960,9,6,0,0
31,1,742764,898980,2,2,0,0
41,2,656076,895896,3,3,0,0
34,2,520728,756756,2,2,0,0
43,1,690156,842352,0,0,0,0
36,1,604356,744972,5,4,0,0
52,2,572068,539000,3,2,0,1
38,2,674188,578000,6,4,0,1
26,1,638736,774000,0,0,0,0
40,2,600936,716460,4,3,0,0
40,2,585636,762000,0,0,0,0
45,1,839764,781904,7,4,0,1
36,2,989476,1421060,3,2,0,1
37,2,715936,749600,3,2,0,1
40,2,746536,659036,3,2,0,1
42,2,826584,991068,0,0,0,0
42,2,797908,785240,3,2,0,1
31,2,682308,846960,2,2,0,0
50,1,687756,940488,3,0,0,0
35,1,955804,1269068,5,4,0,1
41,2,482332,712232,3,2,0,1
33,2,1021012,1182188,7,5,0,1
33,1,623404,596900,3,2,0,1
43,1,674188,658964,5,2,0,1
48,1,447804,589824,0,0,0,0
33,1,642196,595124,8,5,0,1
37,2,537268,494240,3,2,0,1
31,2,538188,797040,2,2,0,0
49,2,663108,845892,0,0,0,0
26,1,797904,982512,0,0,0,0
37,2,824236,766904,6,5,0,1
31,2,436740,1132800,0,0,0,0
53,1,926584,896000,3,2,0,1
54,1,802564,708308,3,2,0,1
40,1,807508,962000,3,2,0,1
33,2,915012,1258644,6,5,0,0
41,1,720564,862836,5,2,0,0
30,2,562188,801780,0,0,0,0
33,2,573268,675848,3,2,0,1
30,2,568188,1362600,0,0,0,0
49,1,726556,799880,6,2,0,1
41,2,566988,828576,0,0,0,0
32,1,567268,596048,5,4,0,1
34,2,973012,1057844,3,2,0,1
34,1,760108,1026140,3,2,0,1
41,2,757356,973800,13,3,0,0
44,1,738916,684656,3,2,0,1
36,2,422148,588000,4,2,0,0
37,1,782028,948000,2,0,0,0
43,1,725364,840000,3,3,0,0
38,1,550188,909468,4,4,0,0
30,1,778948,776360,3,2,0,1
42,2,989232,1219416,11,4,0,0
44,2,1074232,1244000,3,2,0,1
46,2,684916,695780,18,9,0,1
34,2,565300,557120,17,7,0,1
43,2,855804,1199988,0,0,0,0
42,1,615636,759948,3,0,0,0
34,1,699736,672584,5,2,0,1
31,2,746556,903840,5,3,0,0
49,1,675708,865320,0,0,0,0
31,2,773644,841052,3,2,0,1
34,2,556548,858684,0,0,0,0
49,2,612936,812196,2,0,0,0
51,2,751636,725144,5,4,0,1
41,2,711108,909612,4,2,0,0
48,1,807676,756476,3,2,0,1
50,2,561268,668000,12,5,0,1
39,1,568188,822120,2,0,0,0
35,2,612036,799920,0,0,0,0
32,2,656188,715196,3,2,0,1
30,1,829156,737864,5,4,0,1
30,1,810556,1057616,3,2,0,1
25,1,688596,832488,3,3,0,0
38,1,600936,709968,3,0,0,0
51,1,677740,568832,6,4,0,1
33,2,689176,740240,3,2,0,1
43,2,796564,836276,3,2,0,1
37,2,543268,667364,7,4,0,1
37,2,501808,734324,14,6,0,1
46,1,758556,920040,2,0,0,0
48,1,784584,893400,0,0,0,0
45,2,837804,1065384,2,2,0,0
28,2,600936,941304,0,0,0,0
45,1,752556,815772,8,6,0,0
42,2,639636,919968,0,0,0,0
33,2,648936,843792,11,9,0,0
33,1,614436,882612,0,0,0,0
36,1,591156,840120,2,2,0,0
38,1,787108,791600,3,2,0,1
43,2,781756,704360,3,2,0,1
29,1,437268,807732,0,0,0,0
30,1,660156,888000,3,3,0,0
53,2,754156,753644,7,2,0,1
54,2,727936,668528,6,2,0,1
52,2,967804,1212056,18,5,0,1
38,1,1269880,1423976,8,4,0,1
36,2,620728,637544,6,4,0,1
42,2,724956,881532,8,7,1,0
46,1,656556,870000,10,6,0,0
39,2,627268,699236,8,5,0,1
45,2,540588,817392,2,2,0,0
34,1,615636,815892,0,0,0,0
36,2,808156,800072,3,2,0,1
36,2,604596,869136,3,0,0,0
34,1,722556,915600,0,0,0,0
30,1,706164,813180,0,0,0,0
29,2,600036,788244,11,6,0,0
40,2,594048,926604,3,2,0,0
34,1,748708,659000,3,2,0,1
45,1,790584,1103232,0,0,0,0
35,1,554988,748680,0,0,0,0
32,2,443940,634992,0,0,0,0
32,1,496728,766728,4,3,0,0
37,2,617136,778836,5,3,0,0
46,2,707508,900000,4,3,0,0
30,1,630400,560384,3,2,0,1
46,2,792556,688076,14,9,0,1
44,1,621636,768408,3,0,0,0
49,1,585636,779556,5,0,0,0
27,2,630936,954816,0,0,0,0
32,2,675108,1807356,0,0,0,0
41,1,568188,773760,7,0,0,0
46,1,747756,849552,9,6,0,0
30,1,581128,709136,3,2,0,1
41,1,800028,990096,0,0,0,0
50,1,1094032,1420208,9,6,0,1
30,2,766708,713600,3,2,0,1
29,2,556188,722988,0,0,0,0
52,2,946444,907040,3,2,0,1
30,1,724956,931032,0,0,0,0
34,1,553740,769128,2,2,0,0
49,1,704236,680000,3,2,0,1
27,2,684156,909180,0,0,0,0
38,2,644188,728384,5,4,0,1
41,2,592188,860076,0,0,0,0
47,1,808156,750656,5,4,0,1
36,2,740364,882240,0,0,0,0
44,2,758556,991464,3,3,0,0
52,1,680188,774968,3,2,0,1
48,2,634444,645896,7,2,0,1
40,2,628548,853944,3,3,0,0
53,1,832564,740132,3,2,0,1
47,1,300348,882648,2,2,0,0
34,1,790156,737684,6,5,0,1
46,2,611664,793416,7,5,0,0
42,2,955804,1074656,6,4,0,1
30,2,700888,1027952,3,2,0,1
32,2,1039068,2022000,0,0,0,0
34,2,721972,716504,3,2,0,1
34,2,258888,700800,8,6,0,0
48,2,809764,795992,3,2,0,1
29,1,879432,1302420,0,0,0,0
50,2,663108,781572,5,2,0,0
36,1,736444,670892,6,2,0,1
38,2,677740,1238000,8,6,0,1
39,1,737364,967200,0,0,0,0
39,1,627636,803868,0,0,0,0
41,1,619692,776940,0,0,0,0
42,2,560340,846000,2,0,0,0
28,2,672156,1186332,2,2,0,0
46,2,726516,942612,18,10,0,0
45,1,812176,862568,9,4,0,1
44,2,594036,812568,0,0,0,0
27,1,798384,962880,0,0,0,0
33,1,574096,603212,3,2,0,1
54,2,590728,739160,5,4,0,1
43,2,574188,868128,4,4,0,0
36,2,882028,876968,3,2,0,1
33,2,842824,824120,6,4,0,1
41,1,733764,962400,0,0,0,0
33,2,699108,836988,8,5,0,0
35,2,221040,892032,4,4,0,0
48,1,624936,786840,2,0,0,0
43,1,868732,832592,5,4,0,1
42,1,558588,709368,0,0,0,0
45,1,831804,940440,0,0,0,0
39,2,648708,747000,2,0,0,0
26,2,684708,826020,0,0,0,0
37,1,549268,459680,3,2,0,1
25,1,473040,789396,3,2,0,0
46,1,627268,665540,9,7,0,1
30,1,744736,675116,3,2,0,1
54,2,727636,773276,3,2,0,1
33,2,839356,845600,3,2,0,1
42,1,610152,833928,2,0,0,0
41,1,816964,825848,3,2,0,1
45,2,813676,840068,5,4,0,1
41,1,551988,897600,0,0,0,0
40,2,789556,941900,7,4,0,1
43,1,715636,736736,3,2,0,1
48,2,787584,949380,11,4,0,0
28,2,820428,1265040,0,0,0,0
30,2,886408,848000,3,2,0,1
47,2,571188,825480,0,0,0,0
36,1,724356,910392,7,7,0,0
30,2,486528,913800,3,2,0,0
39,1,693108,867480,0,0,0,0
46,1,752556,907200,3,3,0,0
47,2,425836,390440,18,5,0,1
29,1,766584,909708,0,0,0,0
42,1,591636,751824,0,0,0,0
27,2,571740,890784,0,0,0,0
49,2,648756,840000,2,2,0,0
42,2,685396,688724,7,6,1,1
45,2,871476,981540,8,3,0,0
36,1,615048,830700,3,3,0,0
32,2,926584,1113044,7,4,0,1
36,1,566728,498476,9,7,0,1
36,2,498168,798000,2,2,0,0
45,1,725364,847848,3,2,0,0
27,2,861600,1122000,0,0,0,0
40,1,659556,839196,0,0,0,0
36,1,774984,1061148,0,0,0,0
28,2,771948,1226340,0,0,0,0
36,2,1821736,2029244,9,2,0,1
29,2,235728,826800,3,2,0,0
43,1,894184,1062812,5,4,0,1
42,1,577740,936000,0,0,0,0
36,2,973804,1401224,3,2,0,1
35,1,234924,826404,4,3,0,0
35,1,726316,679064,5,2,0,1
34,2,660108,851160,0,0,0,0
34,2,544188,884592,0,0,0,0
33,1,544188,756600,6,2,1,0
52,2,446572,781712,3,2,0,1
48,1,592800,712320,3,3,0,0
34,1,946804,878984,3,2,0,1
26,1,554460,768792,0,0,0,0
35,1,389808,582000,3,2,0,0
38,2,719016,951372,3,3,0,0
55,1,739636,714896,10,7,0,1
49,1,508728,823260,0,0,0,0
40,1,582588,824664,11,2,0,0
36,2,1128508,2020916,3,2,0,1
33,1,800028,990036,2,0,0,0
43,2,660156,752400,0,0,0,0
40,2,914584,877184,3,2,0,1
25,2,820428,1276800,0,0,0,0
32,2,449268,724320,0,0,0,0
33,1,877384,1081268,3,2,0,1
38,1,910984,876392,11,5,0,1
29,1,630948,820044,5,2,0,0
45,1,496728,711600,4,2,0,0
32,2,728556,882012,3,2,0,0
38,2,758248,695396,3,2,0,1
40,2,674188,791840,3,2,0,1
41,2,991012,1005200,3,2,0,1
43,2,612936,826092,0,0,0,0
28,1,606036,779376,5,4,0,0
34,2,865476,1114440,0,0,0,0
24,2,664956,755280,0,0,0,0
45,2,632436,812040,16,11,0,0
34,2,473928,561000,2,2,0,0
52,1,938284,1095560,3,2,0,1
41,1,741436,644156,5,2,0,1
29,1,686844,860028,2,2,0,0
37,2,684156,839268,4,4,0,0
30,1,556188,906768,0,0,0,0
40,1,977476,1206800,5,2,0,1
53,1,783508,714656,5,2,0,1
43,1,633996,804792,2,2,0,0
49,2,724036,746000,6,4,0,1
38,1,681108,842412,10,4,0,0
35,2,651636,795396,9,4,0,0
42,2,900220,1013636,5,4,0,1
35,2,699736,675416,7,6,0,1
33,1,637788,852000,3,3,0,0
25,2,625236,831624,0,0,0,0
37,2,976276,1129880,3,2,0,1
48,2,689508,762264,4,3,0,0
34,2,769108,739376,6,4,0,1
48,2,630936,769548,4,2,0,0
38,2,694456,654764,12,2,0,1
30,2,790584,1207596,0,0,0,0
35,2,763356,904560,2,2,0,0
27,2,773184,1125060,0,0,0,0
30,2,1033012,1222232,3,2,0,1
41,1,609928,691316,6,5,0,1
49,2,730372,660608,3,2,0,1
49,2,385008,657240,0,0,0,0
42,2,673908,1037544,0,0,0,0
31,1,705108,1141056,0,0,0,0
37,1,822828,1273032,2,2,0,0
40,2,768508,906020,5,2,0,1
45,1,519156,806196,4,2,0,0
30,2,731364,1120812,2,0,0,0
25,1,282888,627132,0,0,0,0
27,1,764556,923916,2,2,0,0
45,1,696156,871116,8,3,0,0
44,2,589740,904464,0,0,0,0
36,1,819364,844808,3,2,0,1
47,2,410892,783504,2,2,0,0
43,2,282888,600000,6,2,0,0
53,2,819364,837296,5,2,0,1
25,2,891012,1878000,0,0,0,0
49,1,766156,759200,3,2,0,1
32,1,614728,708548,3,2,0,1
43,2,424068,751728,0,0,0,0
39,1,614728,646724,7,5,0,1
35,1,775108,818480,3,2,0,1
47,2,687756,785520,0,0,0,0
24,1,672156,768108,0,0,0,0
37,1,923404,956000,5,4,0,1
31,1,656800,775748,3,2,0,1
32,1,683512,702116,6,4,0,1
28,2,367788,724152,7,4,0,0
35,2,675108,804000,2,2,0,0
51,2,738892,802208,15,10,0,1
48,2,724164,857760,0,0,0,0
47,2,675108,952440,0,0,0,0
28,1,354348,818592,0,0,0,0
45,1,652800,813600,0,0,0,0
26,2,639636,843852,0,0,0,0
39,1,892984,830552,3,2,0,1
29,1,663108,832020,0,0,0,0
34,1,675108,800748,5,2,0,0
35,2,608728,612632,9,4,0,1
49,1,632436,817920,6,0,0,0
45,2,656188,800612,5,2,0,1
25,1,571788,739260,0,0,0,0
29,2,346488,782820,0,0,0,0
40,2,681108,940584,0,0,0,0
33,1,256488,911400,3,2,0,0
53,2,793108,788708,11,2,0,1
49,1,1505200,1952012,7,6,0,1
43,2,584988,795624,13,6,1,0
37,1,855364,876680,3,2,0,1
38,2,745636,781160,10,8,0,1
30,2,778948,804680,3,2,0,1
31,1,563988,814248,0,0,0,0
42,1,795624,910884,0,0,0,0
28,1,626136,715200,0,0,0,0
29,1,854604,1207152,3,3,0,0
43,2,811108,775340,3,2,0,1
27,1,526188,815160,0,0,0,0
34,1,775108,782012,3,2,0,1
40,2,651108,818112,0,0,0,0
33,2,763500,896256,2,0,0,0
45,2,974232,1110948,2,2,0,0
35,1,662188,702848,3,2,0,1
29,2,760156,708080,3,2,0,1
42,2,863076,1044000,3,2,0,0
52,1,859756,943712,3,2,0,1
37,2,583188,826980,6,4,0,0
36,1,840556,820784,5,4,0,1
42,1,723804,813780,0,0,0,0
44,1,579864,737676,0,0,0,0
50,2,749364,856800,0,0,0,0
38,2,734836,718904,6,4,0,1
29,2,574188,749688,0,0,0,0
46,2,650400,931920,10,4,0,0
47,2,730048,815912,3,2,0,1
40,2,714564,881400,0,0,0,0
27,2,610836,791160,0,0,0,0
43,1,499128,757668,3,3,0,0
52,2,739636,651164,3,2,0,1
42,2,458076,878580,0,0,0,0
38,2,727636,697580,3,2,0,1
35,1,834556,776840,5,4,0,1
50,2,581128,886832,10,5,0,1
27,2,802584,1108620,0,0,0,0
45,2,532188,776820,0,0,0,0
27,2,556188,720792,0,0,0,0
36,2,536988,739560,0,0,0,0
41,2,837364,735380,5,2,0,1
25,1,738456,894000,0,0,0,0
38,2,775108,768800,3,2,0,1
47,2,531276,870000,0,0,0,0
28,1,656556,815196,6,4,1,0
34,1,687052,687812,3,2,0,1
29,2,660000,864660,2,2,0,0
43,2,651108,937200,12,5,0,0
49,2,544188,988116,3,2,0,0
49,2,568188,739512,5,3,0,0
33,2,700936,712256,3,2,0,1
26,1,699156,809280,4,2,0,0
52,1,1030612,1076000,6,5,0,1
31,1,584988,831636,3,2,0,0
38,1,558868,488240,3,2,0,1
32,1,673908,766008,5,2,0,0
48,2,776736,906000,2,2,0,0
40,2,665508,798468,2,2,0,0
38,2,1024948,1156796,3,2,0,1
33,2,989476,1765784,6,5,0,1
42,2,702252,850272,2,2,0,0
43,2,739636,731000,6,4,0,1
49,1,654396,781032,3,2,0,0
52,2,851836,1026800,3,2,0,1
50,1,787708,776000,3,2,0,1
28,2,592188,865548,0,0,0,0
42,2,606904,780656,5,2,0,1
45,2,600036,707400,0,0,0,0
36,2,775108,803924,3,2,0,1
53,2,849364,782036,3,2,0,1
26,2,620196,706476,0,0,0,0
33,1,876184,884000,3,2,0,1
55,1,941476,1047200,3,2,0,1
46,2,751636,646256,3,2,0,1
27,1,660156,859116,0,0,0,0
31,2,1078396,1236800,3,2,0,1
35,2,597636,803904,8,3,0,0
42,2,756556,962060,3,2,0,1
53,1,826156,749144,3,2,0,1
34,1,760156,654980,3,2,0,1
32,1,890584,848468,5,4,0,1
42,2,584728,690320,6,4,0,1
47,2,759864,1305648,15,6,0,0
42,1,699108,953868,0,0,0,0
28,1,472692,1008000,0,0,0,0
28,2,591636,747444,0,0,0,0
41,2,648156,883224,0,0,0,0
40,2,762156,940800,16,6,0,0
28,1,795552,925524,12,10,0,0
49,2,618936,784008,2,2,0,0
37,2,680188,704156,3,2,0,1
33,2,680188,776000,3,2,0,1
29,2,605496,852048,0,0,0,0
32,2,591156,831816,2,2,0,0
35,2,1065060,1217100,2,2,0,0
31,2,618936,846396,3,2,0,0
40,2,796564,749624,14,6,0,1
49,2,1092232,1244144,3,2,0,1
31,2,674188,919688,3,2,0,1
32,2,632728,846800,3,2,0,1
34,1,739636,686000,6,5,0,1
41,2,562188,853680,3,2,0,0
29,2,693108,863520,2,2,0,0
49,1,637668,793440,0,0,0,0
28,1,612036,829416,0,0,0,0
46,1,504168,891624,0,0,0,0
37,1,567276,681144,2,0,0,0
29,2,538188,1237476,2,2,0,0
42,1,574188,791760,0,0,0,0
33,1,973804,1345388,6,5,0,1
35,1,550188,717132,2,2,0,0
45,2,645636,923508,6,0,0,0
30,1,912028,890000,3,2,0,1
42,1,603336,693636,0,0,0,0
48,2,446868,774792,4,3,0,0
40,2,648156,817044,3,2,0,0
45,1,449316,643392,4,2,0,0
27,1,433668,778512,0,0,0,0
48,1,633636,742308,0,0,0,0
45,1,568188,837156,0,0,0,0
27,2,592188,714000,2,2,0,0
47,2,787108,680720,5,4,0,1
30,1,878800,792500,3,2,0,1
44,1,730956,843120,6,5,0,0
48,2,671140,634976,5,2,0,1
49,2,602136,875160,10,3,0,0
48,1,766044,924072,4,3,0,0
36,2,761188,813668,3,2,0,1
44,2,699108,924000,0,0,0,0
33,1,1021012,1184000,3,2,0,1
55,2,736000,878000,3,2,0,1
50,2,568188,893652,2,0,0,0
48,2,922000,1067816,3,2,0,1
38,1,550188,847260,0,0,0,0
29,1,716076,878580,5,4,0,0
32,2,799108,747200,3,2,0,1
26,2,802584,1281936,2,2,0,0
45,2,632436,982800,2,2,0,0
48,2,524988,635724,15,11,0,0
31,1,666156,784032,4,3,0,0
28,1,899820,1271172,0,0,0,0
37,1,795508,917516,6,4,0,1
33,1,677508,777720,11,4,0,0
33,2,940204,1100480,3,2,0,1
33,2,589236,1163700,0,0,0,0
48,1,801760,727652,7,4,0,1
38,1,559740,717948,0,0,0,0
40,2,607836,875592,0,0,0,0
34,2,806028,1148448,0,0,0,0
28,1,334188,817272,0,0,0,0
42,2,484728,1020000,0,0,0,0
50,2,722556,864888,3,3,0,0
46,2,904752,1194000,5,4,0,0
45,2,785952,896736,2,2,0,0
47,1,652476,995544,4,2,0,0
37,2,722584,652376,10,7,0,1
36,2,348348,607260,0,0,0,0
42,2,428592,861108,8,7,0,0
50,1,567600,856452,5,4,0,0
34,1,743364,1181664,0,0,0,0
26,2,556188,726396,0,0,0,0
37,1,873012,1209720,6,6,0,0
45,2,657108,850584,0,0,0,0
43,1,673288,654920,6,5,0,1
27,1,743364,911196,0,0,0,0
28,2,592188,800712,0,0,0,0
35,2,696156,819144,8,5,0,0
49,2,787108,722384,3,2,0,1
39,2,651360,877644,0,0,0,0
43,2,1459120,1920092,6,4,0,1
45,2,337548,779472,0,0,0,0
47,2,413268,851892,0,0,0,0
40,1,312720,632088,5,4,0,0
43,1,645636,770796,2,2,0,0
28,1,262812,740400,0,0,0,0
41,1,843364,814916,3,2,0,1
42,2,478728,621684,7,2,0,0
27,1,678156,838800,0,0,0,0
52,2,791404,702128,7,4,0,1
30,1,757108,728000,3,2,0,1
39,1,843364,809012,3,2,0,1
38,1,612000,900708,2,2,0,0
34,1,825364,818540,3,2,0,1
28,1,859476,1176696,0,0,0,0
26,2,453900,676632,2,0,0,0
47,1,605736,831600,0,0,0,0
53,2,834556,788648,3,2,0,1
49,2,553956,796440,3,2,0,0
44,1,717600,866472,8,7,1,0
53,1,718936,739220,3,2,0,1
39,2,767328,893820,0,0,0,0
39,1,707556,854424,13,3,0,0
35,1,574188,749184,7,3,0,0
34,1,527340,648840,18,6,0,0
26,1,595536,855720,2,2,0,0
53,2,715636,752000,7,4,0,1
46,1,699108,860328,0,0,0,0
38,1,913588,873200,8,6,0,1
27,1,704316,827988,3,3,0,0
44,1,616236,830868,3,3,0,0
40,1,722556,990636,2,2,0,0
27,2,496728,790380,0,0,0,0
44,1,720756,819600,12,5,0,0
40,1,660552,799524,0,0,0,0
44,1,874984,892400,3,2,0,1
46,1,790108,871688,9,5,0,1
41,1,644436,795300,0,0,0,0
26,2,606564,807840,0,0,0,0
25,1,818028,1133520,0,0,0,0
49,2,690756,903600,0,0,0,0
33,2,742936,684416,3,2,0,1
31,1,727140,896100,0,0,0,0
25,2,509868,697248,0,0,0,0
51,1,677740,621776,14,9,0,1
25,1,655908,748716,0,0,0,0
41,2,611128,689312,5,2,0,1
38,1,675108,831468,8,2,0,0
34,1,329932,955280,3,2,0,1
35,2,487860,853548,2,2,0,0
33,2,751636,669956,9,8,0,1
33,1,526728,882000,4,4,0,0
34,2,418348,765200,3,2,0,1
27,1,621636,823128,0,0,0,0
41,2,971164,941600,6,5,0,1
34,2,854164,1095788,3,2,0,1
42,2,718036,730400,9,4,0,1
26,1,318348,896964,0,0,0,0
30,1,669108,815916,3,3,0,0
50,2,597636,777420,2,0,0,0
44,2,324348,489780,12,10,1,0
30,2,996396,1292364,0,0,0,0
35,1,769588,685208,3,2,0,1
39,1,580188,780000,0,0,0,0
42,2,568308,862908,0,0,0,0
30,1,512028,799344,0,0,0,0
32,1,859404,1294644,3,3,0,0
44,2,374652,742836,7,5,0,0
40,1,763108,698048,7,4,0,1
25,1,715764,968400,0,0,0,0
29,1,715356,922056,5,4,0,0
43,2,862564,1146896,3,2,0,1
28,2,615936,766140,2,0,0,0
27,1,853404,1188000,3,3,0,0
40,2,585588,780924,0,0,0,0
43,2,547740,645000,3,0,0,0
34,1,484728,893520,13,7,0,0
38,2,788184,897888,0,0,0,0
43,1,769108,786764,3,2,0,1
29,2,787756,837032,3,2,0,1
30,1,776308,748616,3,2,0,1
54,2,745636,735764,9,7,0,1
39,1,725556,877500,9,2,0,0
34,2,706936,959996,3,2,0,1
50,1,506712,814944,4,4,0,0
38,2,461868,788700,2,2,0,0
41,2,627636,784692,6,2,0,0
35,2,739764,852000,6,3,0,0
25,1,562188,729384,0,0,0,0
45,2,708156,879636,0,0,0,0
38,2,501528,887580,0,0,0,0
35,1,591636,932664,2,0,0,0
30,1,872428,881600,3,2,0,1
26,1,638136,748236,0,0,0,0
25,1,621636,788472,5,0,0,0
42,2,739636,720152,3,2,0,1
45,2,729156,870732,5,2,0,0
36,2,561268,812264,3,2,0,1
25,2,684156,1508160,0,0,0,0
32,1,825364,768500,9,7,0,1
47,2,877476,1247076,0,0,0,0
41,2,1431844,1970132,9,5,0,1
35,1,681108,1037664,7,3,0,0
36,2,428868,540000,5,5,0,0
38,2,691636,736340,19,16,1,1
31,1,832156,946904,3,2,0,1
28,2,615636,1307400,0,0,0,0
30,2,594036,780000,2,2,0,0
33,2,693108,1119240,0,0,0,0
30,1,726388,719084,3,2,0,1
26,1,615636,1285068,0,0,0,0
45,1,634836,798480,0,0,0,0
34,2,751156,715784,13,11,0,1
32,2,680188,1064000,3,2,0,1
32,2,627996,887904,3,3,0,0
52,2,763108,801320,3,2,0,1
33,1,751704,1169148,0,0,0,0
